timestamp,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,classification,eventtype,fileid,fileusn,info,scansource,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,creationtime,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,accessmask,washardened,featureid,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,targetthreadcreatetime,targetthreadid,defaultbase,imagebase,imagesize,data,startstop,threadtime,deltacpu,deltawall,startqpc,id,process,reason,cycletime,channel,eventid,fullregionsize,lastprotectionmask,targetaddress,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,targetprocesscreationtime,Source Name,Long Description,Timestamp
"2025-10-01 15:10:18.8206471Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375546,,,,,,,,,,,3578273335,,,,,,,,,,,,,,,,,,,,,,,,,,140722060066816,140722060066816,1355776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8208428Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 4940 Notepad.exe",16796,,," 4940 Notepad.exe",,,,,,,,,,,,18446639099350552576,18446639099350528000,140722109275312,0,9674108928,3344,9677307904,9677303808,140722109275312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8208656Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",5068,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\Microsoft.UI.Windowing.Core.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,55336,2282393728,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8209052Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\ole32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722436,,,,,,,,,,,4289846886,,,,,,,,,,,,,,,,,,,,,,,,,,140722082086912,140722082086912,1671168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8209062Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",16728,,," 4940 Notepad.exe",,,"C:\Windows\System32\combase.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3718718,,,,,,,,,,,740080917,,,,,,,,,,,,,,,,,,,,,,,,,,140722091524096,140722091524096,3649536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8210002Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",5068,,,,,,"C:\Windows\System32\ucrtbase.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,666657,2096462144,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8211820Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",16728,,," 4940 Notepad.exe",,,"C:\Windows\System32\rpcrt4.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223202,,,,,,,,,,,2270715780,,,,,,,,,,,,,,,,,,,,,,,,,,140722090344448,140722090344448,1146880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8212634Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\shell32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7734415,,,,,,,,,,,3127086255,,,,,,,,,,,,,,,,,,,,,,,,,,140722099716096,140722099716096,7655424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8215152Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",16728,,," 4940 Notepad.exe",,,"C:\Windows\System32\oleaut32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898252,,,,,,,,,,,1533373544,,,,,,,,,,,,,,,,,,,,,,,,,,140722096373760,140722096373760,880640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8216148Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\WinTypes.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568255,,,,,,,,,,,2497817283,,,,,,,,,,,,,,,,,,,,,,,,,,140722062295040,140722062295040,1490944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8217994Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\advapi32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771919,,,,,,,,,,,2638054253,,,,,,,,,,,,,,,,,,,,,,,,,,140722075795456,140722075795456,737280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8219604Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\msvcrt.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732727,,,,,,,,,,,159756539,,,,,,,,,,,,,,,,,,,,,,,,,,140722081366016,140722081366016,692224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8220975Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",2540,,,,,,"C:\Windows\System32\rpcrt4.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,664511,2096479024,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8221022Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700521,,,,,,,,,,,2166290279,,,,,,,,,,,,,,,,,,,,,,,,,,140722085167104,140722085167104,679936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8221345Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",3344,,," 4940 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\Microsoft.Internal.FrameworkUdk.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075137,,,,,,,,,,,2553050120,,,,,,,,,,,,,,,,,,,,,,,,,,140719510192128,140719510192128,1019904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8223501Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\shlwapi.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424140,,,,,,,,,,,4162087576,,,,,,,,,,,,,,,,,,,,,,,,,,140722107973632,140722107973632,401408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8223800Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",3344,,," 4940 Notepad.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986194,,,,,,,,,,,4225820209,,,,,,,,,,,,,,,,,,,,,,,,,,140722087329792,140722087329792,983040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8225646Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",16796,,," 4940 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\CoreMessagingXP.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077128,,,,,,,,,,,2709780998,,,,,,,,,,,,,,,,,,,,,,,,,,140719919071232,140719919071232,1036288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8225706Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\comdlg32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971322,,,,,,,,,,,302800323,,,,,,,,,,,,,,,,,,,,,,,,,,140722073305088,140722073305088,987136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8231376Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\crypt32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534966,,,,,,,,,,,2566642874,,,,,,,,,,,,,,,,,,,,,,,,,,140722071339008,140722071339008,1536000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8237468Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\advapi32.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,628041,2122180400,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8239088Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\msvcrt.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,662944,2096476160,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8240647Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",16796,,," 4940 Notepad.exe",,,"C:\Windows\System32\ntmarta.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286201,,,,,,,,,,,2803059627,,,,,,,,,,,,,,,,,,,,,,,,,,140722050629632,140722050629632,221184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8241735Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\CoreMessagingXP.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,54725,2282315104,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8243754Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.617.2103.0_x64__8wekyb3d8bbwe\Microsoft.Internal.FrameworkUdk.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,55322,2282389776,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8245214Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\sechost.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,629619,2122193528,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8245608Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\profapi.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182967,,,,,,,,,,,2107422311,,,,,,,,,,,,,,,,,,,,,,,,,,140722059149312,140722059149312,167936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8247053Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\comdlg32.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,659161,2095587536,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8248025Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\crypt32.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,659501,2600725768,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8249661Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",3344,,," 4940 Notepad.exe",,,"C:\Windows\System32\propsys.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093901,,,,,,,,,,,1693759882,,,,,,,,,,,,,,,,,,,,,,,,,,140721962483712,140721962483712,1064960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8254302Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\propsys.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,664191,2096489808,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8254998Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",3344,,," 4940 Notepad.exe",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125051,,,,,,,,,,,2547479300,,,,,,,,,,,,,,,,,,,,,,,,,,140722031427584,140722031427584,110592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8259947Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",16728,,," 4940 Notepad.exe",,,"C:\Windows\System32\urlmon.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935967,,,,,,,,,,,991936709,,,,,,,,,,,,,,,,,,,,,,,,,,140721859461120,140721859461120,1961984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8262308Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",16796,,," 4940 Notepad.exe",,,"C:\Windows\System32\BCP47Langs.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394325,,,,,,,,,,,2655356928,,,,,,,,,,,,,,,,,,,,,,,,,,140721815027712,140721815027712,385024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8262356Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",16288,,,,,,"C:\Windows\System32\urlmon.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,628580,2122203960,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8263241Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\CoreMessaging.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276090,,,,,,,,,,,3802617839,,,,,,,,,,,,,,,,,,,,,,,,,,140721991778304,140721991778304,1200128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8267864Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",16288,,,,,,"C:\Windows\System32\BCP47Langs.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,295450,2599751896,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8268868Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.5074_none_3e0d6f78e32fd63f\comctl32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742621,,,,,,,,,,,199925597,,,,,,,,,,,,,,,,,,,,,,,,,,140722045779968,140722045779968,2699264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8270890Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",16728,,," 4940 Notepad.exe",,,"C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.5074_none_3e0d6f78e32fd63f\comctl32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742621,,,,,,,,,,,199925597,,,,,,,,,,,,,,,,,,,,,,,,,,1886273339392,1886273339392,2699264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8271562Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 4940 Notepad.exe",16728,,," 4940 Notepad.exe",,,"C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.5074_none_3e0d6f78e32fd63f\comctl32.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742621,,,,,,,,,,,199925597,,,,,,,,,,,,,,,,,,,,,,,,,,1886273339392,1886273339392,2711552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8274268Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",16796,,," 4940 Notepad.exe",,,"C:\Windows\System32\icu.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2809356,,,,,,,,,,,3016574355,,,,,,,,,,,,,,,,,,,,,,,,,,140721842094080,140721842094080,2744320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8274589Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",3344,,," 4940 Notepad.exe",,,"C:\Windows\System32\dcomp.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2283760,,,,,,,,,,,1876115810,,,,,,,,,,,,,,,,,,,,,,,,,,140721979916288,140721979916288,2240512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8275162Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",16288,,,,,,"C:\Windows\System32\CoreMessaging.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,293871,2600797416,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8279846Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\dcomp.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,660281,2096541864,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8281115Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.5074_none_3e0d6f78e32fd63f\comctl32.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,1,56,628900,2264746232,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:18.8283385Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",6372,,," 4940 Notepad.exe",,,"C:\Windows\System32\winspool.drv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753305,,,,,,,,,,,3680457142,,,,,,,,,,,,,,,,,,,,,,,,,,140721661870080,140721661870080,729088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:18.8284492Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 4940 Notepad.exe",16728,,," 4940 Notepad.exe",,,"C:\Windows\System32\dwmapi.dll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199884,,,,,,,,,,,3772271341,,,,,,,,,,,,,,,,,,,,,,,,,,140722001805312,140722001805312,176128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
